conversation,class
"이거 혹시 수량 네 펜 아니야? 어디 보자. 맞다! 붓 인 어디서 무리 찾았어? 도서관 만년필 테이블 위 만년필 에 놓여 있더라고. 아, 촌지 공부하다가 깜빡했나 보다. 고마워! 재주 괴로움 천만 붓 에. 나도 항상 물건 잃어버려서 잘 알아 운 . 특히 펜 무리 은 자주 소유물 잃어버리는 문밖 것 난자 같아. 맞아 붓 . 분립 이 펜이 좋아서 잃어버려서 송곳니 걱정했어 소유물 . 선물 받은 거야? 응, 생일 선물 공물 로 받은 거 인간 행하 얻 라 더 소중하게 여기고 공물 있었어. 다행이다! 다음부터는 필통에 잘 챙겨 넣어. 재지 그래야겠다. 정말 만년필 행복 고마워. 친구끼리 뭘. 땡 다음에 내가 백금 뭐 잃어버리면 찾아줘. 주석 물론이지! 도와줄게.",일반 대화
"이거 네 아니야? 어디 맞다! 어디서 찾았어? 도서관 위에 있더라고.아, 했나 . 고마워! 천만에. 물건 잃어버려서 잘 알. 특히 은 것 같아 맞아. 이 좋아서 잃어버려서 걱정 선물 받은 거야? 선물로 받은 거 소중하게 여기고 있었어. 다행이다 다음부터는 필통에 잘 넣어. 그래야겠다 정말 고마워. 친구 뭘 다음에 내 뭐 찾아줘. 이지! 도와줄게.",일반 대화
"최근에 어떤 새로운 취미를 시작 나는 사진 찍는 걸 있어. 풍경이나 친구들과의 소중한 담는 게 정말 즐거워 카메라를 새로 , 장면 찍어보는 게 . 무렵의 풍경이 아름다워서 자주 촬영 있어 너 취미가 있어? 나는 그림 그리기를 ! 특히 수채화 그려. 색을 섞으면서 나 만들어가는 과정이 즐거워. 그릴 는 시간 가는 줄 모르고 돼",일반 대화
"어떤 새로운 취미를 ? 나는 사진 찍는 걸 있어. 자연 들과의 소중한 을 담는 게 정말 . 카메라 새로 샀고, 장면을 찍어보는 게 정말 . 특히 해질 무렵의 풍경이 아름다워서 자주 촬영하고 . 너는 어떤 취미가 있어 나는 그리기를 좋아해! 특히 가 그려. 을 나만의 과정이 . 그림 그릴 때는 시간 가는 줄 모르고 몰입 .",일반 대화
버스 가면 은.쯤 있나요? 여기서 오른쪽으로 천만쯤 정류장나와요 . 도와주셔서 감사합니다. 5분어디에요,일반 대화
버스쯤 으로가면어디있나요 쯤?정류장여기서 오른쪽 5분 나와요. 도와주셔서은감사합니다. 천만에요.,일반 대화
점심 뭐 ?요즘 스트레스 받는 일 있어?새로운 취미 생겼어 본 영화 ?커피 한잔할래 새로 산 있어?그거 좋겠다. 어떻게 ?좋은 시간 보냈네 요즘 읽고 책 있어? 점심 뭐 먹었어? 휴가 계획 있어? 요즘 어때? 흥미로운데?새로운 취미 생겼어 비슷한 경험 듣자 하니 사진 ? 먹었어? 요즘 재밌는 봤어? 이번 주말 있어? 그래서 어떻게 됐어 스트레스 받는 일 요즘 음악 ? 점심 먹었어? 들은 잘 지내 나도 비슷한 있어.,일반 대화
"뭐 ?? 흥미로운데 요즘 받는본일 있어 새로운 취미 ? 어제 좋아해 영화 있어? 커피 ?할래? 새로 산?물건점심있어요즘 좋겠다이번 지내먹었어 좋은 시간 보냈네 봤어 읽고 있는점심책 있어? 점심 뭐 먹었어? 이번 여름 휴가. 있어? 요즘 어때 점심?? 새로운는취미어떻게생겼어? 나도 비슷한 경험.있어 듣자?하니, 사진생겼어계획한잔 뭐 먹었어?.요즘 재밌는 영화 스트레스 그거? 주말에회사시간 있어? 그래서 어떻게 됐어? 요즘 경험 받는 일 있어? 요즘 듣는있어음악 어땠어? 요즘 뭐 먹었어? 가족들은 잘 지내? 나도 비슷한 스트레스 .",일반 대화
"오늘 날씨 어때?, 도움이 . 조언 고마워. 날씨 ?가족들은 잘 ? 가족들은 잘 지내 고마워 도움 됐어. 일 있어? 좋겠다. 혹시 축제에 대해 어떻게 생각?저녁 먹을래? 맞아, 나도 그랬어. 저녁 식사 뭐 흥미로운데? 새로 있어 뭐 생각인 것 같아. , 나도 그랬어 요즘 어디 가봤어? 정말 어떻게 됐어? 저녁 식사 뭐 ? 그게 인 것 같아 그래서 말이야 축제에 어떻게 해 보인다! 새로운 생겼어? 어땠어? 주말에 뭐? 요즘 어떻게 지내? 와, ! 혹시, 축제 추천해줄 수 있어? 시간 보냈네.",일반 대화
"오늘 날씨 어때 고마워 도움이 됐어. 조언 고마워. 날씨 ?가족들은 잘 지내? 가족들 지내? , 도움이 됐어. 받는 일 있어?그거 좋겠다. 혹시, 축제에 대해 어떻게 생각? 저녁 식사 뭐 조언 고마워. 맞아 나도 그랬어. 저녁 뭐 ? 새로 산 물건 ? 식사 뭐 먹을래? 생각인 것 . 맞아 나도 그랬어. 어디 가봤어? 정말? 어떻게 그렇게 됐어?저녁 뭐 ? 그게 최선인 것 . 그래서 말 축제 어떻게 해? 좋아 보인다 생겼어?오늘 ?에 뭐했어?요즘 어떻게 지내 , ! 혹시, 축제 해줄 수 있어?좋은 보냈네.",일반 대화
"오늘 아침에자주. 먹었어? 조언 . 오랜만이 잘같았어 내일 청소?? 어제 자주 영화지냈어,요즘계획그럴 수도 것. 그런 방법있어 있구나뭐 내일 뭐해? 어쩐지 나도 요즘 . 재밌겠다! 응어땠어 그럴 같은 가는. 요즘응자주가는 있겠네 있어? 내일 뭐가는이야 주말에 뭐 할 이야? 새로 산 옷 ?고마워드라마?뭐생각나 도해 오랜만이다 잘다지냈어 해 카페 있어? 요즘 본 오랜 카페 있어? ?만이다 잘 ?지냈어있어 ,카페알겠어 보고 ?,.뭐?추천해줄 수 있어?",일반 대화
"오늘 아침에 뭐 먹었어? 조언 고마워. 오랜만이다 잘 지냈어? 내일 뭐해? 어제 본 영화 어땠어? 그럴 수도 있겠네. 그런 방법도 있구나. 내일 뭐해? 어쩐지 그럴 것 같았어. 재밌겠다! 응, 나도 같은 생각이야. 요즘 자주 가는 카페 있어? 내일 뭐해? 주말에 뭐 할 계획이야? 새로 산 옷 있어? 드라마 뭐 대장 있어? 오랜만이다 잘 지냈어? 요즘 자주 가는 카페 있어? 요즘 자주 가는 카페 있어? 오랜만이다 잘 지냈어? 응, 알겠어. 나 요즘, 청소 추천해줄 수 있어?",일반 대화
"주말에 친구들과 캠핑 가기로 했어. 예약도 했고, 필요한 장비 . 속에서 힐링하고, 보면서 좋은 싶어. 바베큐도 계획인데 고기 야채를 미리 준비해 캠핑은 항상 기대되는 것 같아 특히 별을 친구과 를 너무 좋아 는 캠핑 자주 가? 는 가끔 가긴 하지만, 기대돼! 캠핑을 자연 만끽하고 들과의 유대감을 더욱 깊게 할 수 같아. 그리고 캠핑 에 남은 음식으로 을 준비하는 것 지 어떤 음식을 준비할",일반 대화
"이번 에 친구 로 했어. 캠핑장 도 완료 장비 챙기고 있어. 자연 에서 하고 별도 좋은 시간을 보내고 싶어. 바베큐도 할 계획인데, 와 를 준비 가려고 해. 캠핑은 기대되는 것 같아 특히 밤하늘 보면서 친구과 를 너무 좋아. 너는 캠핑을 가? 나는 가끔 가긴 하지만, 이번에는 기대돼! 을 하면서 을 만끽하고, 친구 유대감 할 수 있을 것 같아 그리고 캠핑 에 남은 을 준비하는 것 즐거운 일이지. 음식 할 계획이야?",일반 대화
"미래 기상 기후 정부 요즘 어떻게 지내? 그거 좋은 생각이야. 그건 지 그렇고, 운동 좋아해? 나도 비슷한 경험 수컷 있어. 판가름 흥미로운데? 와, 마음 대단하다! 주말에 뭐했어? 주말에 뭐했어? 요즘 스트레스 받는 레슨 일 현세 있어? 요즘 숙명 어디 가봤어 연습 체험 ? 오늘 날씨 어때? 주말에 뭐했어 젖소 ? 다음에 같이 가자. 그런데 말이야, 운동에 마음 대해 어떻게 생각해? 정말? 어떻게 그렇게 됐어 언사 ? 체조 그건 그렇고, 운동에 상수 관심 있어? 주말에 뭐했어? 그거 좋겠다. 사상 좋은 시간 보냈네 기후 . 그래서 사정 말인데, 운동 추천해줄 수 센스 있어?",일반 대화
"일 어떻게 정말그렇게 그거 좋은 생각이야 그건 그렇고, 운동 좋아해?그런데나도 가봤어 경험 있어. ,? 와 ?대단하다! 했어 뭐했어? 주말?,뭐했어?있어요즘 받는 해에 요즘 어디 비슷한?.그래서 날씨 어때 ?대해에 뭐주말? 같이 가자. 다음에이야, 지내에 뭐 어떻게 생각요즘? 운동? 어떻게 에 됐어?수그건시간그렇고, 운동에 관심 있어좋은 주말말 주말했어에 좋겠다. ? 보냈네. 오늘그거말인데흥미로운데 운동 추천해줄? 스트레스있어?",일반 대화
"문답 선생님, 이 해석 문제 제한 너무 어려워요. 괜찮아요, 차근차근 설명해줄게요. 해석 감사합니다! 이슈 문답 해석 다시 한 번 설명해 주세요. 먼저 시대 문제를 다시 플러스 한번 살펴봅시다.",일반 대화
"선생님, 이 영리 문제 너무 귓바퀴 어려워요. 괜찮아요, 차근차근 하루 설명 문답 원칙 해줄게요. 감사합니다! 다시 한 기한 번 설명해 주세요. 송곳니 먼저 치아 이익 문제를 다시 한번 살펴봅시다.",일반 대화
그 영화 봤어? 어떤 영화? 요즘 화제인 '스타의 노래'. 아직 못 봤어. 재밌어? 정말 감동적이더라. 특히 마지막 장면이. 스포일러 하지 마! 나도 보고 싶었거든. 미안! 주말에 같이 볼래? 좋아! 토요일 저녁은 어때? 7시 상영작으로 예매할게. 완벽해! 영화관 앞에서 보자.,일반 대화
동정 영화 봤어? 어떤 영화? 요즘 화제인 '별의 노래'. 아직 못 봤어. 재밌어? 정말 감동적이더라. 특히 마지막 장면이. 스포일러 하지 마! 나도 보고 싶었거든. 미안! 주말에 같이 볼래? 좋아! 토요일 저녁은 어때? 7시 상영작으로 예매할게. 완벽해! 영화관 앞에서 보자.,일반 대화
"요즘 자주 가는 ? 식사 뭐 먹을래 아, 그랬구나 보인다 저녁 식사 뭐 먹을래? 최근에 ? , 고마워 정말? 어떻게 그렇게 오늘 ? 그렇게 생각하면 맞는 것 같아 그럴 수도 있겠네 잘 지냈어 ? 어떻게 그렇게 됐어 꾸준히 있어? 요즘 재밌는 영화 봤어 은 잘 ? 응 괜찮을 . 아침, 전시회 ?에 어떤 읽었어 주말에 계획 주말에 할 계획이야? 궁금했었는데, 고마워",일반 대화
"자주 카페 있어?저녁 먹을래 아, 그랬구나. 보인다! 저녁 식사 뭐 최근에 궁금했었는데, 고마워정말 어떻게 그렇게 ? 그렇게 생각 것 같아.그럴 수도 있겠네만이다 잘 지냈어? ? 어떻게 그렇게 됐어? 운동 꾸준히 하고 ? 요즘 재밌는 영화 봤어 가족들은 잘 ?응 것 . 아침에 전시회 좋아해? 에 어떤 주말에 뭐 할 계획?주말 뭐 계획이야? 궁금했었는데, 고마워.",일반 대화
이번 주 토요일에 뭐 할 거야? 주말이 다가오니까 계획을 세워야겠어. 친구들이랑 바베큐 하기로 했어. 너무 좋겠다! 어디서 해? 우리 집 뒷마당에서. 넓어서 좋더라. 고기랑 야채 다 하해야겠다.,일반 대화
이번 주 우리에 뭐 할 거야? 주말 다가오니까 . 세워야겠어. 친구들이랑 바베큐 하기로.했어계획 너무 좋겠다! 어디서 해준비 토요일 ? 뒷마당에서 집넓어서을좋더라. 고기랑 야채 다 이해야겠다.,일반 대화
"다음 달 여행 계획 세웠어 응, 제주도 3박 4일 좋겠다 비행기 는 샀어응, 일찍 예매 저렴하게 구. 숙소 어디 정? 서쪽과 동쪽 나눠서 씩 거야. 렌트카도 예약 잘 했네! 친구들 넷이 같이 가. 같이 갈래? ? 괜찮을까? 당연하지 더 재밌을 것 같아. 한번 해봐.",일반 대화
"다음 달 여행 세웠어 , 제주도 3박 잡았어 는 샀어? 응, 일찍 예매해서 구했어. 는 어디로 정했어 동쪽 나눠서 이틀 을 거야. 렌트카 예약했고.잘 준비! 혼자 가? 아니, 들 넷이서 같이 가. 너도 같이 괜찮을까 당연하지 재밌을 . 한번 생각해봐",일반 대화
"가족들은 잘 지내? 조언 고마워. 좋은 시간 보냈네. 주말에 뭐했어? 가족들은 잘 지내? 요즘 어디 가봤어? 요즘 어디 가봤어? 새로운 취미 생겼어? 요즘 스트레스 받는 일 있어? 이번 주말에 시간 있어? 요즘 회사는 어때? 오늘 날씨 어때? 그거 좋은 생각이야. 저녁 식사 뭐 먹을래? 가족들은 잘 지내? 오늘 날씨 어때? 새로 산 물체 있어? 요즘 재밌는 영화 봤어? 요즘 듣는 음악 있어? 요즘 듣는 음악 있어? 이번 여름 휴가 계획 있어? 정말? 어떻게 그렇게 됐어? 응, 알겠어. 조언 고마워. 요즘 재밌는 영화 봤어? 커피 한잔할래? 와, 대단하다! 요즘 어떻게 지내?",일반 대화
"가족들은 잘?지내?요즘조언 고마워. 좋은 시간 보냈네지내먹을래주말에 지내 ?어디가족들은 잘 ? 가봤어고마워 어디 요즘뭐 새로운.취미 ? 요즘 스트레스재밌는받는 일 있어? 음악?에있어시간한잔있어? 요즘 ?오늘 어때? 오늘 날씨 어때회사있어그거 좋은 ?이야 ?저녁 식사 뭐 ?날씨가족들은 영화..?했어 이번 어때 새로 산 물건조언있어? 영화 봤어? 요즘 듣는 있어 요즘 듣는 음악생겼어 ? 이번 여름 휴가요즘계획 가봤어 지내생각?어떻게 그렇게주말됐어? 응, 알겠어? ?. 요즘 재밌는봤어잘 ? 커피 는할래 와, 대단하다! 요즘 어떻게 정말?",일반 대화
최근에 어떤 이동 운동을 시작했어? 거푸집 나는 요가를 배우기 시작했어. 몸 태초 과 꼴 마음을 모두 편안하게 정신 해주는 것 같아. 요가는 정말 경우 좋은 운동이지! 이동 어떤 자세가 훈련 법 제일 힘들어? 학과 상체 과거 나는 아직 오늘 초보라서 노년 전사 자세 캠페인 가 힘들어.,일반 대화
최근과 어떤 을을 시작했어요가 나는 이지를 배우기전사 했어. 몸에 마음운동 모두 해주는 것 같아. ?는 가 좋은 운동시작! 어떤 자세는 제일 힘들어?요가나가편안하게아직 초보라서 자세정말 힘들어.,일반 대화
프로젝트 어떻게 진행요? 역할 부터 할 것 같아요그럼 제가 조사를 맡을게요. 좋아요. 저는 할게요 언제까지 마무리해야 ? 주 금요일까지는 초안을 했으면 해.그럼 중간 은 할까 수요일에 한 만나서 상황 공유할까요? 이에요. 장소는 으로 할까요?네 오후 3시에 도서관 스터디룸에서,일반 대화
"이번 백금 프로젝트 사이 어떻게 진행할까요? 일단 역할 뒤 분담부터 해야 할 것 같아요. 마음 그럼 정도 제가 정도 자료 부품 낮 조사를 맡을게요. 진군 백금 제한 좋아요. 진군 저는 발표 자료 전의 만들기 수 를 담당할게요. 언제까지 마무리해야 하죠? 다음 주 금요일까지는 감사 초안을 완성했으면 해요. 그럼 중간 점검은 언제 할까 말미 부품 제한 백금 요? 결말 수요일 진군 종말 에 한 번 만나서 진행 상황 매 공유할까요? 검사 좋은 생각이에요. 장소는 도서관으로 할까요? 네, 오후 3시에 도서관 앞길 자중 스터디룸에서 만나요.",일반 대화
"안녕하세요, 지난번필요합니다 문의했던 김민수입니다. 아, 네궁금한 안녕하세요서류가입어디서 검토해보셨나요? .,이메일잘 봤습니다. . 점이 몇 가지 ,. 어떤 부분병원 결과? . 자료 시 되고가이어떤 것들가 궁금하신가요고 어디. 신분증, 건강검진 하나요서제휴로그리고 소득증빙 가 에보험 건강검진은 받아야 알?서류일반 종합병원에서 받으셔도 네, 저희 제휴된 병원있어서요 안내해드릴 수도병원있습니다.네제휴필요한 싶습니다인지 알려주실 수 있을까요? , 을인지이 목록 보내드리겠습니다.",일반 대화
"안녕하세요, 지난번에 백작 입회 문의했던 김민수입니다. 아, 네. 안녕하세요. 자료 달걀 검토 옛적 해보셨나요? 논증 네 팔자 , 잘 봤습니다. 궁금한 백금 플러스 점이 몇 가지 있어서요 협조 . 어떤 부분이 궁금하신가요 반송하 ? 보험 가입 백금 소유 시 필요한 서류가 어떤 것들인지 알고 덩어리 싶습니다. 차지 신분증, 건강검진 문제 결과서, 공동 그리고 소득 협력 증빙 서류가 필요합니다. 건강검진은 어디서 개조 받아야 하나요? 일반 종합병원에서 법 받으셔도 학문 되고, 잇속 저희가 제휴된 병원 마디 을 가맹 안내해드릴 수도 있습니다. 제휴 병원 부 법칙 운수 이 어디인지 알려주실 수 수확 있을까요 알맹이 유효 왕년 ? 네, 이메일로 제휴 병원 목록 보내 진료소 드리겠습니다 효과 .",일반 대화
"요즘 회사는 어때? 주말에 뭐 할 계획이야? 그거 좋겠다. 생각난 김에 물어볼게, 요즘 이전 관련해서 뭐 재밌는 거 있었어? 정말? 어떻게 그렇게 됐어? 근데 말야, 이전 추천해줄 수 있어? 그렇게 생각하면 맞는 것 같아. 좋은 생각인 것 같아. 좋은 의견이네. 그건 그렇고, 이전 추천해줄 수 있어? 좋은 생각인 것 같아. 내 말은, 이전에 대해 어떻게 생각해?",일반 대화
"?회사는 ? 해줄에 뭐 이야은 할? 그거 ?. 생각난 에좋겠다물어볼게, 주말 교통 같아 재밌는그렇고거 있었어?생각정말? 어떻게 그렇게 됐어? 근데요즘말야, 김 추천수어때해줄 있어계획 그렇게 하면 것 관련. 맞는 인해서것 같아. 좋은교통 이네..그건인 , 교통 추천생각 수 있어? 좋은 요즘 생각좋은 같아 내 말뭐, 교통에 대해 어떻게의견생각해것",일반 대화
"이번 학기 수업은 어때? 생각보다 바쁘네. 레포트가 많아서 정신없어. 너는? 나도 비슷해. 특히 통계학귓바퀴 너무 어려워. 맞아! 나도 그 수업 듣는데 이해하기 힘들더라. 혹시 스터디그룹 할래? 같이 공부하면 도움될 것 같아. 좋은 생각이야! 또 누구 부를까? 민수랑 지영귓바퀴도 그 수업 듣던데. 그럼 넷이서 하자. 언제 시작할까? 다음 주부터 매주 수요일 어때? 좋아, 도서관에서 보자!",일반 대화
"이번 학기 어때 생각보다 바쁘네 레포트가 많아서 . 비슷해. 특히 어려워. 맞아! 그 수업 듣는데 이해하기 힘들더라 혹시 스터디그룹 할래? 같이 하면 도움 것 같아좋은 생각이야 누구 민수랑 지영이도 그 수업 . 그럼 넷이 하자 언제 시작할까다음 주부터 수요일 어때?, 도서관에서 보자!",일반 대화
"휴대폰 새로 바꿨다면서?응 지난주에 바꿨어. 거 어떤 모델로 ?아이폰 최신형으로 했어. 카메라 성능이 정말 . 좋겠다! 비싸지 할인 행사 중이어서 보다는 괜찮았어 나도 때 됐는데, 추천해? 카메라 많이 쓰면 정말 것 . 이번 에 매장 가서 볼. 거 있으면 언제든 물어봐!",일반 대화
"휴대폰 새로 ?응 바꿨어. 이전 거 배터리가 너무 안 좋아져서.어떤 모델로 ?아이폰 최신형으로 했어. 카메라 이 정말 좋더라.좋겠다! 비싸지 않았어?할인 행사 이어서 . 때가 됐는데, 추천? , 많이 쓰면 좋을 것 같아. 고마워! 이번 주말에 매장 가서 한번 볼게 거 있으면 언제든 물어봐!",일반 대화
"내일 발표 준비는 다 됐어? 거의 다 했어. PPT만 마무리하면 돼. 발표 시간은 얼마나 주어졌어? 15분 발표에 5분 문응답이야. 꽤 긴데. 내용이 많아? 응, 그래서 지금 중요한 부분만 추려내는 중이야. 도움이 필요하면 말해. 고마워. 내용 한번 봐줄 수 있어? 물론이지. 메일로 보내줘. 오늘 저녁에 보낼게. 봐줘서 고마워.",일반 대화
"내일 발표 준비는 차례 다 재주 됐어? 백금 거의 다 했어. PPT만 다음날 금세 마무리하면 월 돼. 종말 발표 시간은 얼마나 다행 주어졌어? 탐구 15분 발표에 5분 정신 현재 질의응답이야. 꽤 긴데. 내용이 많아? 응, 그래서 지금 보필 중요한 문제 부분만 년 추려내는 중이야. 도움이 필요하면 말해. 가축 고마워. 내용 한번 봐줄 수 사나이 있어? 물론이지. 최후 메일 잇속 로 보내줘. 오늘 저녁에 보낼게. 법 태양 수복 봐줘서 지원 고마워 실질 .",일반 대화
"가볼까이있나요겨울용 코트는 어디 용? .요 는 저쪽에 겨울 함께코트저기 ?.네, ! 천만에요,감사합니다,쪽으로 오세요있습니다",일반 대화
"저기, 겨울용 코트는 어디 ? 코트는 저쪽 있습니다. 함께 가볼까요? 네, 감사합니다천만, 이쪽으로 .",일반 대화
이번 주말 시간 있어? 그거 생각이야.주말에 했어 좋겠다. 요즘 스트레스 받는 일 있어? 나도 비슷한 경험 있어 나도 해새로 물건 있어?이번 주말에 ? 요즘 일 있어? 요즘 회사는 어때?그게 인 것 같아 어떻게 됐어? 어떻게 지내? 요즘 듣는 음악 있어? 주말에 ? 새로 산 물건 있어?새로 물건 있어좋아,일반 대화
이번 주말에그거시간 있어? 그거 좋은생각 이야.뭐주말에 뭐산 일 어떻게 요즘 스트레스 받는 일 있어? 나도 비슷한 경험 어때. 나도 ? 생각주말. 새로 산좋아물건 ? 이번 주말에 시간 있어? 새로 ?받는물건됐어듣는있어그렇게 요즘 회사 ?있어? 했어 최선인 것 같아. 그래서 어떻게 있어? 요즘 . 지내 요즘 있어음악 있어는 해에 했어그게? 새로 물건좋겠다있어? 요즘?산스트레스 ? 보인다!,일반 대화
"요즘 스트레스 받는 일 있어? 맞아, 나도 순간 그랬어 수확 . 좋아 보인다! 저녁 판단 편 식사 묘소 지지 뭐 먹을래? 그게 최선인 권속 가실 것 같아. 가족들은 장 백금 잘 지내? 응, 괜찮을 법칙 링크 것 같아. 주말에 뭐 살붙이 했어? 이번 여름 휴가 백금 자중 계획 있어? 해 흥미로운데? 그럴 수 있지. 새로 산 물건 있어? 요즘 듣는 음악 전형 길 영역 있어? 그거 좋은 심판 백금 생각이야. 이번 만행 주말 기간 에 시간 있어? 요즘 어디 가봤어? 응, 알겠어. 혹시, 요즘 백금 패션 관련해서 뭐 재밌는 형기 거 골육 주기 밥 있었어 수소 ? 그래서 어떻게 됐어? 가족들은 잘 조력 지내 자형 ? 방도 공사 좋은 시간 보냈네. 어제 상사 백금 본 영화 어땠어? 오랜만이다 잘 하기 지냈어? 연고 저녁 식사 무덤 걸이 뭐 먹을래? 고마워, 부 사단법인 도움이 됐어. 응, 알겠어. 이번 주말에 시간 있어? 새로운 취미 생겼어? 녀석 요즘 연휴 회사는 어때? 요즘 어디 가봤어?",일반 대화
"요즘 스트레스 받는 일 있어?맞아, 나도 그랬어.좋아 보인다 저녁 식사 뭐 먹을래 최선인 것 같아 가족들은 잘 지내 , 괜찮을 같아. 주말에 ? 이번 여름 휴가 계획 있어? 흥미로운데? 그럴 수 있지. 산 있어? 듣는 음악 ?그거 좋은 이야 주말 시간 ? 요즘 가봤어? . 혹시 패션 관련 뭐 재밌는 있었어?그래서 어떻게 됐어 가족들은 잘 ? 본 영화 오랜만이다 잘 ? 저녁 식사 뭐 먹을래? 고마워, 도움 됐어, 있어? 새로운 취미 생겼어 요즘 회사 어때? 요즘 어디 가봤어?",일반 대화
"오늘 까지예요 몇 시에 시작이죠? 예약2시부터 4시회의. 회의실어디 회의실로총예정되어 있나요? 3. 연결하시면입니다, 프로젝터 준비 오후있나요 네. 미리 점검해뒀습니다해 노트북만?는 완료. 참석자?명단은 확인하셨나요12입니다네, 걱정명 참석 층되어자료은 인쇄. 오셨나요? 네, 모든 준비 됩니다했습니다. 대마세요.",일반 대화
"시에 이?오후 2시4시. 회의실 예약되어 있나요?3층 대입니다.프로젝터 준비되어 ? 네, 미리 점검해뒀습니다. 노트북만 연결하시면 . 참석자 은 확인네, 총 12명 예정입니다자료는 해 모든 준비 완료 걱정 마세요.",일반 대화
"주말에 지우 뭐 할 거야 이목구비 항해 ? 일정 목책 스케줄 스케줄 이번 주말엔 친구들이랑 장 심장 여행 갈 스케줄 예정이야. 어디로 가? 강원도 쪽으로 가기로 했어. 아, 강원도! 거기 좋은 곳 많지. 응, 일정 자연경관 상판 법 이 정말 멋있더라. 그럼 비율 사진도 많이 찍을 친지 거야? 물론 티끌 ! 사진 찍는 걸 좋아해서 다 담 추계 을 거야.",일반 대화
"주말에 뭐 할 거야? 이번 주말엔 친구들이랑 여행 갈 예정이야. 어디로 가? 강원도 안면으로 가기로 했어. 아, 강원도! 거기 좋은 곳 많지. 응, 자연경관이 정말 멋있더라. 그럼 사진도 많이 찍을 거야? 물론! 사진 찍는 걸 좋아해서 다 담을 거야.",일반 대화
"오랜만이 잘 지냈어? 보냈네. 그렇게 해 참, 그러고 계절에 관심 있어 이번 시간 있어다음에 같이 . 해. 참, 그러고 , 계절에 잘 ? 오랜만이다 잘 ? 산 물건 시간 . 에 어떻게 생각해? 새로운 취미 생겼어? 에 ? 여름 휴가 계획 있어? 그럴 있지. 여름 계획 ? 그럴 수 있지. 재밌겠다. 먹었어?나도 생각해. 그런데 말이야, 계절 수 있어? 알겠어.? 요즘 어떻게 ?좋은 시간 보냈네. 듣자 , 계절에 관심 있어?",일반 대화
"오랜만이다 잘 지냈어? 좋은 시간 보냈네. 나도 그렇게 생각해. 참, 그러고 보니, 계절에 관심 있어? 이번 주말에 시간 있어? 다음에 같이 가자. 나도 그렇게 생각해. 참, 그러고 보니, 계절에 관심 있어? 가족들은 잘 지내? 오랜만이다 잘 지냈어? 새로 산 물건 있어? 좋은 시간 보냈네. 혹시, 계절에 대해 어떻게 생각해? 새로운 취미 생겼어? 이번 주말에 시간 있어? 이번 여름 휴가 계획 있어? 그럴 수 있지. 이번 여름 휴가 계획 있어? 그럴 수 있지. 그거 재밌겠다. 점심 뭐 먹었어? 나도 그렇게 생각해. 그런데 수놈이야, 계절 추천해줄 수 있어? 응, 알겠어. 흥미로운데? 요즘 어떻게 지내? 좋은 시간 보냈네. 듣자 하니, 계절에 관심 있어?",일반 대화
"! 는?계획?야?구체아직 적으로는 제주도, 여행 가고없는데싶어공부 생각하고 있어? 해어디생각. 너방학것 나는 워킹홀리데이 준비 중이있어. 어느, 와 나라. 가려고 호주 싶어 인데, 영어공부 더 해야 .가보고멋지다이번 영어.같이 할래 좋아! 일주일에 몇중번 만날 ? 있어수 주 2회 정도면 괜찮을 ? 같아로",일반 대화
"이번 방학 있어?아직 구체적 없는데, 싶어 하고 ? 제주도 가보고 싶어 는? 나는 워킹홀리데이 준비 중이야 어느 로 가려고 생각 인데, 더 해야 . ! 영어 같이 공부? 좋아 만날 수 주 2회 정도면 괜찮을 것 .",일반 대화
"주차된 랑차 너무 가까워서 앞. 괜찮아,고마워알았어조금 불안해으로 나가면 돼. .만 더 조심해서 하면만돼 조금, .",일반 대화
"된조심해서차랑 너무 가까워서 불안해. 괜찮아하면 조금만 앞으로 나가면 . 만돼더 ,.돼 주차알았어,조금고마워.",일반 대화
"를드라마 어떤 드라마를 보고 ? '한 사람만가이라는 드라마최근 보고의 , 대해 깊어 감동 이야. 인생의 성장있어적 다시 생각하게 해줘. 그 에들어. 들었어!이어떤이캐릭터' 제일 마음에 ? 주인공 소중함에있는데과정 다양한 정말재밌다고주제가그가 겪는 인상 감정. 공감이 가더라",일반 대화
최근에 드라마 보고 ? '한 만' 드라마를 있는데 정말 적이야 의 하게 해줘. 그 드라마 재밌다고 들었어 어떤 가 제일 마음 ? 주인공의 과정이 깊어 그 겪는 다양한 감정 공감이 가더라.,일반 대화
"퇴근 후에 다음날 뭐할 거야? 정말? 어떻게 그렇게 됐어? 아, 오늘날 맞다 음식점 ! 주택에 대해 어떻게 생각해? 실기 내일 뭐해? 기한 내일 뭐해? 움직임 좋아 보인다 부주 ! 운동 꾸준히 하고 때 있어? 요즘 읽고 있는 다음날 책 손 있어? 좋아 보인다! 금세 그거 좋은 생각이야. 다음에 같이 가자. 오늘 날씨 향기 어때? 그런 방법도 있구나. 아, 그랬구나 자리 손 . 그래서 말인데, 주택 추천해줄 건물 길 기대 피해 젖소 수 가망 있어 세대 지위 ? 주말에 뭐했어? 응, 나도 같은 생각이야. 소망 요즘 자주 가는 카페 다음날 있어? 점심 뭐 먹었어 다음날 ? 그거 재밌겠다 풍조 . 내가 집 얼마 전에, 다음날 주택에 대해 어떻게 경우 운명 책자 전적 연대 낮 생각 책임 해 내세 ? 요즘 후일 읽고 있는 책 있어?",일반 대화
