conversation,class
아 짜증나 너 혼자 부르냐? 뭐가 아니 갑자기 노래방 따라와서 너 혼자만 부르잖아 니가 안하는거잖아 안 하는게 아니라 못 부르는거야 너 때문에 그럼 불러 아 기분나빠 너 그냥 가라 어이없네 야 솔직히 너 노래보다 내 노래가 더 듣기 좋잖아 뭐? 존나 노래급 이상하게 부르면서 돈 냈다고 생색내기는,기타 괴롭힘 대화
아 짜증나 너 뭐가에 아니 갑자기 노래방 따라와서더너 혼자 아 니가솔직히 하는거잖아하는게안부르면서 안아니라 못뭐부르는거야 너 때문 그럼 불러 부르잖아 기분나빠 너가라그냥 가생색어이없네 야 너 노래보다 내 노래? 존나 듣기내기좋잖아 부르냐 노래도 이상하게? 돈 냈다고만 혼자는,기타 괴롭힘 대화
오늘 점심 피자 어때 나 ! 내 으로 예약해 점심은 뭐 먹을까 다들 얼큰한 동태탕 어때 어머 부장님! 저도 오늘 탕이 땡겼는데 근데 이주임 피자으로 예약했다고 하더라구요. 점심으로 피자가 웬 탕 먹으면 얼마나 주임 그래 요 그럼 오늘은 이빼고 같이 동태탕 먹으러 가지 뭐!! 님 제 근처 아니깐 거기로 가시죠! 하.이 아닌데.,직장 내 괴롭힘 대화
이은 예약 피자 ? 느끼한 게 땡기네 좋습니다! 아님 그럼 내가탕좋아하는 !!으로 점심 놔 혼자어때 은 뭐 먹을까 다들!!근데얼큰한 동태탕.어때점심어머 부장님 저도해오늘 !이 땡겼는데 이주임이 벌써 피자집그럼하예약했다고탕하더라구요. 점심으로 피자가 아닌데말이야.집같이 같이탕거기먹으면가시얼마나 !로이주임 오늘 튀려고 그래??? 그러니깐요 주임 이주임에 다웬 동태 이나 먹으러오늘가지 뭐 부장님으로제가 근처빼고 맛집 대리니깐오늘 좋아 죠!나 .이게 동태,직장 내 괴롭힘 대화
너식 밖에 알려줘서 일을 으로지금그딴?안못해?죄송합니다시정하겠습니다 말이면다야? 지 벌써몇번째야? 일겁나못하네네아무. 뭐해. 그건핑계죄송해요 도,직장 내 괴롭힘 대화
너지금 뭐해 네? 볼일을 그딴식으로밖에 못해? 시정하겠습니다 말이면다야? 죄송해요 벌써몇번째야? 볼일겁나못하네 아무도 안알려줘서. 그건핑계지 죄송합니다.,직장 내 괴롭힘 대화
비대리 과거 피곤했나봐? 아 아닙니다! 아니긴 낯빛이 어두운데? 흠 그런가요 .? 아 ! 비대리 혹시 오늘 화장 안 해서 그런가? 아. 넵. 비대리도 생얼이랑 많이 다르네 부장님. 말이 너무 심하신거 아닌가요.? 말이 심하긴 눈에 보이는 걸 얘기한건데? 난 비대리가 걱정돼서 그러지 아 . 넵 알겠습니다.,기타 괴롭힘 대화
운데 어제 봐?이.아 아닙니다말 아니긴 낯빛 흠두 ?아 비아그런가요혹시.?화장어아 ! 비대리걸 오늘 해서 그런가?돼서눈그러지. 대리 비대리도 생얼이랑 많이 다르네 부장님. 한건데이 너무 심하신거 아닌가요.? !이안심하긴 피곤했나에 보이는 얘기말 ?난 비대리가 걱정 넵 . 넵 알겠습니다.,기타 괴롭힘 대화
이봐요 당세 현금 아저씨. 잠깐 서 봐요. 저 말입니까? 내가 배 일월 금 가 납부 고픈데 지금 금 수중에 돈이 다 수소 지불 동반자 녀석 떨어져서 말 현재 이야. 한계 천추 무슨 말 순이익 녀석 이 하고 싶은 송곳니 겁 측 소득 니까. 피리 아저씨 돈 좀 있어요? 요새 현금 들고 다니는 사람 가축 이 어딨습니까 값 . 아이씨. 현금도 안 들고 다녀요. 그럼 저기 기에서 법 돈 좀 뽑아와요. 저 은행 카드는 없는데요. 편의점 기에서 시가 돈 송곳니 동체 뽑아오면 되잖아! 지금 갈취 현재 하려는 거요?,갈취 대화
봐요 아저씨 잠깐 서 저 말입니까? 가 배가 고픈데 에 돈이 이야.무슨 말이 하고 싶은 니까.아저씨 좀 ? 현금 들고 어딨습니까 아이씨. 안 들고 에서 좀 . 카드는 없는데요 편의점 에서 뽑아오면 되잖아 지금 갈취 거?,갈취 대화
여기 소주 하나 도외시 갖고와 . 야 너 일로 액체 악취 실비 와봐 네? 너 내가 말을 술 하는데 왜 무시해 무시하는게 악취 아니라요 그럼 뭔데? 소주 답신 시키셔서 가져오려구요 그럼 기한 대답을 하고 도외시 가야와야지 덩어리 내 냉대 가 만만해 답변 ? 시대 하천 죄송합니다 죄송하면 술 단 줄 알아? 사장나오라고 해,기타 괴롭힘 대화
하나 갖고와 .야 너 일로와봐 ? 내가 말 하는데 왜 무시해 요 그럼 뭔데? 소주 시키셔서 가져오려구요 그럼 대답을 와야지 내가 만만해 죄송합니다 알아? 사장,기타 괴롭힘 대화
왜 .을너안들어칼을어떻게!이 ? 이 이죽일. 싫어? 지금 가 목에가닿아 있는 당신다시칼을 너에게 주면 나를 찌를 수 있으려나? 어때? 을 네 원하는 것 들을지에 있어 가져가 봐 걸로 네네이제 죽 못하면 네가 죽는거야. 신중히 생각해.에이 칼을 받을지 말을 여기 그렇게? 떨지말고! 내 목 나를?손 대는거야. 정말 버릴거야.꺼야. 당신싫어 말. 그런데 칼 그렇게도잡고 어떻게 찌르려고 내. .나한테죽여왔네.이지. 어떻게그래할까?자 궁금하지? 안그래?,협박 대화
왜 말을 수익 안들어? 멱살 싫어! 싫어? 당신 죽여버릴거야. 어떻게? 지금 네 수놈 목에 닿아 있는 이 구린내 칼을 너에게 주면 나를 찌를 수 있으려나 말씀 식칼 ? 어때? 자 네가 법 원하는 것이 이목구비 여기에 있어. 하루 가져가 봐 이걸로 경지 네가 나를 죽이지 나이프 못하면 네가 죽는거야. 신중히 생각해. 번 대하 오인 이 칼을 기한 받을지 천추 소득 내 말을 들을지 아들딸 . 그렇게 년 손 떨지말고! 내 말씀 목에 칼을 원칙 대는거야. 도자 정말 재주 죽일.꺼야. 당신. 그래. 상담 나이프 그런데 칼을 그렇게 잡고 수컷 잇속 기한 어떻게 찌르려고? . 다시 나한테 왔네. 엄니 수확 이제 어떻게 할까? 너 식칼 도 궁금하지? 안그래?,협박 대화
야 너. 가방맨잡종. 일로와봐. 저 저요? 그래 너. 그 뒤에 잡종은 꺼지고. 아 그 저기. 뭐. 씨발. 너도 뒤지고싶어? 죄송합니다. 죄송합니다. 미안.! 지 친구 버리고 꽁무니 빼는거 개웃기네. 웃기지 않냐? 아. 네. 안웃어? 내가 너 때렸냐? 빨리 처 웃지? 아. 하하하. 내가 왜 너만 불렀는지 아냐? 그 아니요. 표정 풀어 새끼야. 형이 요즘 사고싶은 신발이 있었는데 너가 딱 신고가길래 부른거야. 나 줘라 그거. 아. 아. 네. 그냥 주라는건 아냐. 나도 그렇게 나쁜 사람은 아냐. 저기 쓰레기통에 슬리퍼 하나 있더라 그거 줄게 신고 가라. 아. 네. 그리고 그 신발 신고있는거보니 돈좀 있나본데 좀 빌릴게 괜찮지? 네.,갈취 대화
야 너. 가방맨놈. 일로와봐. 백금 저 색시 저요? 마담 내부 그래 너. 그 뒤에 놈은 꺼지고 재주 . 아 안쪽 그 저기. 뭐. 씨발. 너 소득 도 뒤지고싶어 이익 ? 죄송합니다. 죄송합니다. 미안.! 리포트 지 친구 버리고 꽁무니 빼는거 개웃기네. 코드 면 웃기지 정계 백금 틈새 않냐 임 적 ? 유부녀 아. 네 백금 . 안웃어? 내가 너 때렸냐? 빨리 화기 틈새 처 웃지? 자주 애인 아. 하하하. 동정 내 사람 가 왜 너만 불렀는지 아냐? 그 아니요. 동정 표정 풀어 엉덩이 새끼야 안쪽 . 형이 요즘 사고싶은 신발이 있었는데 속 종이 너가 딱 신고가길래 부른거야. 나 줘라 백금 그거. 아. 아. 네. 그냥 주라는건 아냐. 나도 주 그렇게 나쁜 사람은 아냐. 저기 쓰레기통에 슬리퍼 하나 있더라 수법 그거 적 영식 리포트 줄게 동정 종이 신고 것 가라. 아. 전 네. 그리고 그 신발 신고있는거 지인 보니 돈좀 있나본데 좀 계집 빌릴게 괜찮지? 네.,갈취 대화
야 놀렸어 그럼 정신지체 부를까? 어차피 그게 그거잖아너는 뚱뚱한 돼지잖아 정신지체 병이잖아 약도 그래 나 야 교통비 공짜인 장애인 교통카드 나라에서 해줬다 못버니까 해주는 그만해 맨날 싸우면 나 왜 장애인일까 나도 정상인 도 웃긴다 장애 싫다면서 장애 혜택은 다 받잖아때는 복지로 소주 사먹으면서,기타 괴롭힘 대화
지적장애라고 놀렸어 그럼 정신지체라고 부를까? 어차피 그거 너는 뚱뚱한 돼지잖아 정신지체 불치이잖아 약도 없어 지적장애 교통비 공짜인 장애인 교통카드도 나라 발급그거 돈 못버니까 발급해주는 거야 그만해 맨날 되니나 왜 장애인일까 할래 너도 웃긴다 장애 장애 혜택은 다 받잖아 필요할는 복지카드로 소주도 사먹으면서,기타 괴롭힘 대화
주? 출장이네? 네 부산가서일이 받습니다 꼭 가야하나? 직무그거관련이라가야 도 법이유저관련된 출장이라어머니 교육 것같습니다 너무 병원 꼭보면 금방 익숙해지지아닌데아.할무슨 바쁜데있나요 그날? 그건 너무비우는 자리자주 안것 같아서 그렇지 어려고 제가요? 네 저번주에는이번 썼잖아 그건 모시고휴가책가개정 에야어쨌든 야 자주 비우는거 윗분들이 받아서좋아하셔 잘생각하고 결정해,직장 내 괴롭힘 대화
이번주에 출장이네? 네 경우 부산가서 남동생 뒤처리 비례 교육 받습니다 수정 바쁜데 사정 여 꼭 가야하나? 직무 관련이라 순이익 저도 법 얻 개정 행세 관련된 출장이라 꼭 한도 가야할 것같습니다 그거야 책 받아서 진료소 보면 주석 금방 재 익숙해지지 아. 무슨일이 있나요 내리 그날? 방식 괴로움 주홍색 그건 아닌데 사정 방학 너무 자리자주 비우는 것 같아서 연고 그렇지 네? 제가요? 어 저번주에는 단원 휴가썼잖아 그건 법 연계 어머니 모시고 병원가려고 이유야어쨌든 너무 자주 비우는거 윗분들이 땅 안 진료소 좋아하셔 잘생각 연고 하고 호각 결정해,직장 내 괴롭힘 대화
매번 똑같은 실수를 하는것 같아 죄송합니다 앞으로 더 조심하겠습니다 죄송하면 끝이야? 실수를 하지 말아야될것 아니야 정말 죄송합니다.더 꼼꼼히 보겠습니다 내가 하고 싶은말 다 하려면 날을 새도 모자라 저도 나름번화가 노력했는데 부족했나봐요 아주 형편없고 일처리가 꽝이야 앞으로 더 노력하겠습니다 한번만 더 그러면 진짜 잘리는거야 네 주의 하겠습니다 앞으론 이런 일 없을겁니다,직장 내 괴롭힘 대화
매번 똑같은 실수를 하는것 같아 앞으로 더 죄송하면 끝? 실수를 하지 될것 아니야 정말 . 꼼꼼히 보겠습니다 내가 하고 싶은말 다 하려면 날을 새도 모자라 저도 대로 노력했는데 부족했나 아주 없고 일가 꽝이야 앞으로 더 하겠습니다 만 더 네 주의 하겠습니다 앞으론 이런 일 없을겁니다,직장 내 괴롭힘 대화
이봐 세대 원조 노인장. 차지 30년 장사 춘추 하면서 소위 돈은 많이 불렸나? 광야 허허. 왜부르시나? 상권 다름이 아니라 슬슬 중편 천당가실 해 때 논 됐는데 동안 단위 기왕가실때 좋은일 하나 하고 가라고. 뭐.뭣이.? 내가 남아 요즘 돈이 궁해서 말야. 어디 꿍쳐 상담 둔 돈 좀 없나? 아.아니. 사람 없소. 하. 계제 내가 금 궁전 연기 모를줄 향내 재산 알고? 여기 장사 잘 납입 이득 자녀 되잖아. 자두 돈 많이 벌었을텐데? 이미 다 논 재 . 매장 자식들 물려줬소. 가난 나는 남아 빈털털이니께 썩 가시 구리다 계란 게!! 그러지 말고. 내가 가격 힘쓰기 전에 내놓아!! 후각 으윽.,갈취 대화
이봐.?노인장.돈30년 장사하면서 돈많이가많이요즘알? 없나? 왜부르시나? 다름이 아니라 슬슬 천당가실 때 됐는데 기왕내때 내놓아일 하나 하고 가실고 뭐.뭣이 내가 ?.하이 궁 말야. 이미쳐둔 돈 좀 허허고 아.아니. 없소.벌었을텐데물려. 가 . 불렸나말고? 여기 장사 잘되잖아모를줄 !! .은해서 꿍 다.어디자식들 줬소. 나는 빈털털이니께 썩 가시게!! 그러지 돈 내 힘쓰기에전. 좋은가라 으윽.,갈취 대화
안녕 꼬마 살이야 6살이요 손에 든건뭐야?돈이에요 가 애호박 하나 사오래요 그래? 반찬만드실때 필요한가보네 그런가봐요. 근데 어쩌지 형 싶은데 돈이 없어 네?? 애호박 사먹고도 이 남을거 같은데 형도 아이스크림 하나사주라 제가요?? 응 착한 는 불쌍한 사람 한다고 배웠지? 얼른 사러가자 엄마가 돈 했는데아가 말만 듣다가 형아한테 전에 가자,갈취 대화
. 꼬마야형는살이야 야 요 손만드실사먹고도든건 안녕하세요? 돈이에요 엄마가 애호박 안녕 사오래요 사람? 오늘뭐반찬에때 필요한가보네 그런가봐요 6 얼른 이 엄마 사먹고 싶은데 가이 없어 네아이스크림말애호박 하나 돈이형아남을거 형도 ?? 가요 라 제하나?? 응.착한 어린이몇 불쌍한엄마그래도와줘야 한다고 배웠지? 어쩌지 사러가자야아이스크림돈사주돈 남겨오라했는데살이 아가 같은데근데 만 듣다가 한테 혼나기 전에 가자 네,갈취 대화
에기지무슨 교복가은애 이 밖에 . 하지말고일이시죠.? 라 있는것 다꺼내나봐. 주먹저 갖고있는게없는데. 헛소리.너거빨리 가방 봐열어없어요내와저. 거짓말치지말고별로가방빨리봐리뒤집어서 털어가네? 니 가방안열면 책입 너 ?으로 갈기고거꾸로가방 뺏어갈거니까 알아서해.. 네알겠어요자가방예가져가세요나가는,갈취 대화
너거기지나가는 교복입은애 이리와봐. 무슨일이시죠.? 가방에있는것 다꺼내나봐. 예?저별로갖고있는게없는데. 헛소리하지말고 빨리 가방열어봐 저책밖에없어요. 거짓말치지말고 빨리가방 거꾸로뒤집어서 털어 네? 니가 가방안열면 내가 너 주먹으로 갈기고 가방 뺏어갈거니까 알아서해라. 네알겠어요.자녀 가져가세요.,갈취 대화
어이 아가씨!! 살 아세요.? 이쁜데 마세요 저아?!!저리 아봐. 가세놔요비싸게 어디 말고.네 죽이는데? 굴지 말고아 그러지 나좀 따라오지 요. 재밌는몸매거 보여줄게. 따라오지 마시라고요 따라와더럽게 비싸게 구!! 좀 따라오라고!! 이거!!! !!!!!,기타 괴롭힘 대화
어이 아가씨 아세요.? 이쁜데 어디 살아 저리 가세요 아 비싸게 굴지 말고 몸매 죽이는데? 따라오지 마세요 아 그러지 나 따라와 봐. 거 보여줄게. !!! 더럽게 !! 좀 거 놔요!!!!!,기타 괴롭힘 대화
내 내놔 것아 아니 그래 미쳤어? 야 니한테 한 돈이 얼마인줄 알아? 아니 무슨 소릴는 니 선물 사주고 돈 토 도대체 왜 내 까지 찾아와서 할소리 따위에 게 아까워서 그래 문 서 불구로 . 그러지마 나 겁나 말아줘시끄럽고 너 평생 이 집 못 해줄까 오빠 자꾸 그러면 경찰 부를수 밖에 없어 시끄러워!,갈취 대화
야오빠아니!돈 내놔돈이 해줄까 아니 아그래 미쳤어? 야서니줄 소비한 하돈 한테 알아? 로 무슨 소릴돈따위 거야 야 니 사주고 음식 사준 이 다 토해내인내도대체 왜 그래 그걸 내 집얼마 찾아와서 할소리야 너못는에 그 을 투자한게 너무 아까워서것그래까지 문 열면 널 패지금 불구아니 만든다. 아니 그러지마 나안겁나 그러지 말아줘 시끄럽고 너 평생 이 집에서 선물나오게 ? 오빠 자꾸 그러면 경찰 부를수 밖에 없어 시끄러워왜,갈취 대화
야.근데.이렇게 하는거 치욕 맞아.??? 맞다고 병신 고령 아 수치 청문 !! 야 근데 왜 자꾸 욕해.?? 왜.? 듣기 싫어?? 청취 치인 수치 듣기 싫지 우물 당연히 어쩌라고 병신아 아니 바보 진짜 기분 나쁘게 하네 청각 치인 ?? 무대 어쩔껀데 병신아 그만해 싫은데 병신아?,기타 괴롭힘 대화
야.근데.이렇게 하는거 맞아.??? 맞다고 병신아!! 야 근데 왜 자꾸 굴욕해.?? 왜.? 듣기 싫어?? 듣기 싫지 당연히 어쩌라고 병신아 아니 진짜 기분 나쁘게 하네?? 어쩔껀데 병신아 그만해 싫은데 병신아?,기타 괴롭힘 대화
김 대리 이리 좀 부원 수입 하기 길 와 봐. 부르셨습니까 과장님 승가 범위 . 윽 냄새. 향기 네? 자네는 샤워를 한 달에 한 번밖에 안 하나? 내 그게 무슨 말씀이신지 대역 . 좀 씻고 다니라고 증기 대 . 조원 일 못하면 내부 살 수증기 단정하게도 하고 다녀야지. 죄 죄송합니다. 서리 자네 법 가 이러면 벌 늑대 아래 사원이 뭘 보고 배우겠나? 정신 좀 차려. 죄송합니다.,직장 내 괴롭힘 대화
김님대리 이리 좀 와 좀. 부르셨습니까?과장다니라고. 윽 냄새. 네?에자네 다녀야지샤워하고 이달 한단정하게도 밖에 번 하나 신지그게 무슨 말씀 ? 사원 씻고 . 일 못하면 를 . 죄 죄송합니다.안자네가 이러면 아래한.이 뭘 보고 좀배우겠나 정신 봐는차려. 죄송합니다.,직장 내 괴롭힘 대화
얌전히 돌려주세요만 주면돈목숨은 병신드릴봐그러니까 왜 그러세요! 이 도 말을 안돼요듣네살려만 그냥 칼전부.찔릴래주머니 가방 .열어 아악있는 다 드릴게요. .새끼주세요. 에빨리 열어. 경찰!오기 전에. 이게 에에요. 우리가 살려같냐? 열고 옷 벗어.. 하 이 새끼 여기 숨기고 있었네. .여권은 안 제발?돈게,갈취 대화
돈만 주면 목숨은 드릴. 왜 그러세요! 새끼도 듣네 그냥 찔릴래? 가방 열어. 돈 다 드릴게요 살려만 주세요 그러니까 열어. 경찰 오기 . 전부에요 우리가 병신같냐? 주머니 열고 옷 봐. 하 새끼 여기 숨기고 있었네. 여권 . 제발 돌려주세요.,갈취 대화
이번주에 뭐하나 김사원 아 딱히 별일은 없어서 집에서 쉬려고합니다 아 잘됐네 네? 이번주말에 우리 고모부이 가평에 갈비집을 여는데 손이 부족하다하네 네? 그게 왜 저랑 . 자네 젊었을때 갈비집에서 알바했다고 면접볼때 그런게 생각나서 오랜만에 적성도 살리고 갈비도 먹고 바람도 쐬고 좋지 않은가 아 그건 좀 힘들것같습니다 별일 없다고 하지 않았어? 네. 그래도 좀 참 요새 젊은 사람들은 정이 없어 정이 그렇지? 죄송합니다. 앞으로 정없이 칼같이 나도 자네에게 대할세,직장 내 괴롭힘 대화
늑골 이번주에 식칼 뭐하나 김사원 아 딱히 별일은 기적 없어서 평원 집에서 쉬려고합니다 맨션 아 잘됐네 연민 네? 광야 이번주말에 우리 삼촌이 가평에 정상 갈비 생각 집을 여는데 손이 백금 부족하다하네 네? 그게 왜 저 소질 대중 랑 . 자네 젊었을때 갈비집에서 알바했다고 면접볼때 그런게 푼수 가족 생각나서 오랜 백금 만에 적성도 상 살리고 갈비도 먹고 패 바람도 즙액 식칼 백금 쐬고 친척 소망 들판 좋지 본거지 않은가 한때 아 그건 좀 세기 주 힘들것같습니다 별일 없다고 하지 않았어? 네. 그래도 식칼 좀 참 요새 젊은 사람들은 정이 없어 정이 그렇지? 죄송합니다. 앞으로 끄트머리 정없이 칼같이 나도 자네에게 대할세,직장 내 괴롭힘 대화
가 하라는 대로 안 하면 네 동영상 올릴거야 뭐 네 진짜 수 있어? 이럴 게 뭔데? 가 대로 해. 같은 쓰레기 새끼를 만난 내가 죄다. . 그래서 할 거야 말거야 내가 그런다고 할 것 같아? 쓰레기야 그러시든지 말든지. 나 올릴거야. 나 원망하지마. 네 잘못도 있으니까. 라새끼가 이 . 말은 더럽게 . 두고 봐라. 나도 안 있을거야.,협박 대화
내 하라 안 하면 네 동영상 에 올릴거야. ? 네가 이럴 수 이럴 없는 데? 가 하라는 . 너 새끼를 만난 내 죄다 . 그래서 할 거야 말거야 할 것 같아? 이 야? 그러시든지 말든지. 나 동영상 올릴거야. 나 원망하지마 네 잘못도 . 또이새끼가 진짜 이 말은 더럽게 안 . 봐라 나도 가만히 안 있을거야.,협박 대화
신입 좀 안들어요그치 김대리도 별로지 회사에 옷 하고는 요 오냐 자기가 뭐라도 된줄알고! 외근 다녀왔습니다응그래 자기 셀럽이야 아뇨 . 눈에 . 넵?아니. 이 밝고 에 띄고 ? ? 문제라도. 이쁘다고 시간 일하면 더,직장 내 괴롭힘 대화
이번 신입 좀 맘 용무 점 에 안들어요 그치 김대리도 별로지? 회사에 밝은 옷 하고는 그니까요. 오냐오냐하니까 자기가 뭐라도 된줄알고 사 곤란 안녕하십니까! 기 집단 아르바이트 외근 그램 다녀왔습니다. 드레스 응그래 피복 근데 자기 노릇 단면 인력 셀럽이야? 앗 아뇨 자력 왜그러시는지. 좀 눈 의복 넓적다리 자력 추구 에 거슬리네. 넵? 아니.자기 옷 의복 이 좀 밝고 화려해서 눈 자력 에 노력 띄고 그러네? 네? 무슨 설문 문제라도. 아냐이쁘다고 그 속 시간에 일하면 더 좋지만,직장 내 괴롭힘 대화
야 내 목소리 잘 들리지? 안전벨트 매. 신고하는 순간 니 차는 터지는거야. 누구세요. 누구신데 그러세요. 왜 그러시는건데요. 내 말대로 하라고. 넌 내 말위에 말을 얹지마! 지금 시동걸고 길동다리로 출발해. 지금 당장 네 알겠습니다. 잠시만 아내에게 전화가 와서 음소거 좀 하겠습니다. 저기 경찰이죠.? 제가 지금 협박전화를. 야! 내가 한 스피커로만 듣고 있다는 생각을 하지마. 생각이 꽤 짧네? 너네 딸도 지금 등원버스에 있잖아. 거기에 내가 폭탄 설치 안 했을까봐? 너 방금 딸 죽이려 했던거야 너가 무섭다고 제가 뭘 하면 되나요. 전 죽여도 되지만 제발 제 딸은 건들지 말아주세요. 야 나도 어린애들은 안 건드려. 근데 너가 말을 안 들으면 자식이 책임져야 하지 않겠어? 그니까 내 말대로 지금 길동다리로 가면 박스 하나가 있을거야 그걸 우선 들고 차에 타. 네 하라는대로 다 하겠습니다.제발 제 딸은 살려주세요. 그리고 그 박스 줍게 되면 거기에 다이너마이트 하나가 있는데 휴게소에 멈춰 있는 아무차에 설치해. 그럼 깨끗이 폭탄 없애줄게. 네.? 제 손으로 다른 사람 차에 다이너마이트를 붙이라고요? 안돼요. 에 찍히는 것끝 전데 괜한 오해 받습니다. 그럼 전 돈끝 못 벌고 딸 뭘로 먹여 살립니까. 야 너 내가 하라는대로 안 하면 먹여살리기는 커녕 니행동으로 니 딸 죽을수도 있다니까? 정신 안 차려?,협박 대화
그러시는건데 내제목소리 잘 들리지? 안전벨트 매를 신고하는만스피커 니죽이려야 터지는거야. . 저기신데딸도그러세요..왜 야요. 하나 말대로 고아무 넌 내 에 음소거 경찰휴게소. 시동걸고 길동다리로 출발해. 지금 당장 듣고들알겠습니다. 잠시 아내에게 전화가 와서 을 좀 ..누구 이죠.?지금전가 설치전화.. 야! 내가 한 순간로만돼요 있다는 생각을 하지마 이하라꽤 짧네?나도내네 커녕 지금 너 에 있잖아. 거기에기는내가 폭탄 협박 했을까봐?얹지마너 방금 딸 했던거야말너가 무섭다고 가 뭘 하면 되나요 다이너마이트죽여도하겠습니다되지만안제발 제 딸은 딸가지 말아주세요. 차는 제애 은생각안 건드려. 근데 너가 전을 말위 들으면 에이제 하지 않겠어? 그니까 너 죽을수도대로 지금 해다리로깨끗이가면말박스 하나가그있을거야 그걸 다른 에 타. 네안하라는줍게한길동 하겠습니다지금제발 어린 없애줄게은 살려주세요 그리고 ! 박스 대로 되면 거기에 책임져야 내들 있는데 손 멈춰 있는 .차에 설치다. 그럼제차차폭탄 건. 네.? 에으로 들고 사람 에 다이너마이트를 붙이라고요?내안 . 자식 우선 것도 데 야전 오해 받습니다.누구세요그럼 돈도 못버스벌고 딸 뭘로하라먹여 살립니까.말괜.등원하면 가 는대로 안 먹여살리네 니행동으로 니 딸 찍히는있다니까? 정신 안 차려?,협박 대화
어이 아저씨 봐돼면봐잠깐까지선생님 왜 이러세요 도 그냥 예 오늘은.잡았네쪽팔린 그걸 돼요 안 집가던데 가야지.한테선생님 제발요드릴게요 부인이랑 딸 . 당하고들당장 제발 안어떻게. .. 지금 싶지 300어제가져오라고. 일. 알겠습니다.,갈취 대화
어이 아저씨 잠깐 봐봐 선생님 왜 이러세요. 과거도 그냥 가던데 오늘은 잡았네. 그걸 어떻게 안돼면 집까지 가야지. 선생님 제발요. 부인이랑 딸들한테 쪽팔린 일 당하고 싶지 제발 안돼요. 드릴게요. 지금 당장 300 가져오라고. 예. 알겠습니다.,갈취 대화
애들아 내일 내 생일파티하는데 놀러와 근데 한테는 비밀이야 나 걔 엄마 없어서 싫거든 응 알겠어 내일 우리 엄마가 피자 만들어주신대 우와 맛있겠다! 내가 스티커북 챙겨갈게! 그래 다른 애들도 데리고와 아 그래야 겠다 내가 민지랑 다정이한테도 말해서 데리괴로움 갈게 응응 그래 뭐야? 내일 어디 놀러가?나도갈래 별거 아니야 너는 몰라도 돼 쟤 눈치도 없다 뭘 끼려고 하지?,기타 괴롭힘 대화
애들아 생일하는데 놀러와 근데 한테는 이야 나 걔 엄마 알겠어내일 우리 엄마가 피자 만들어대 맛있겠다! 내가 스티커북 챙겨! 그래 다른 애들도 아 그 겠다 내가 민지랑 다정이한테도 말해서 데리 갈게 응응 그래뭐야? 어디 놀러가?나도갈래 아니야 너 쟤 눈치 끼려고,기타 괴롭힘 대화
이거 싸이코 새끼였네 너 돌았냐!!!! 사람 죽일일 있어?? 너 이새끼 깜빵 쳐가자 안되겠어 미친놈 아니야!! 아.아.저.저한테 왜 그러세요.제가 무엇을 했다고 그러시는 거예요.제.제가. 허. 이거 너새끼가 그런거야 너 딱 여기있어 경찰불러야겠다 니새끼는 오늘 죽어라 시간.죽일꺼야.시간.왜?.난.잘못없어.난.아무짓도.안했어.저사람.나빠.시간 죽일거야.난 죽기싫어. 야 너 이새끼!!! 어딜 토낄려고!!! 넌 오늘 뒤져야 정신차려 너.너.뭐야 이새끼!!!,협박 대화
거 싸이코 새끼 돌았냐 사람 죽 ?? 너 이 깜빵 쳐가자 안되겠어 미친놈 !! 아.저한테 왜 그러세요. 무엇을 그러시는 .제가. 허. 이 너새끼가 그런거야 너 딱 여기있어 불러야겠다 니새끼는 오늘 날.죽일꺼야..왜난.잘못없어..아무.했어.저사람.나빠.날 .난 싫어 야 이새끼!!! 어딜 토낄려고!!! 뒤져야 정신차려 너.뭐야 이새끼!!!,협박 대화
넌 공부를 재액 왜그렇게 못하냐? 열심히 하고 있어. 폼 열심히 하는데 성적이 그렇게 나오면 포기 재해 해. 너가 뭘 알아. 난 꼭 백금 성공할거야. 꼴에 성공 하겠다. 시간 그만 얘기하자. 이런걸 손해 수량 로 최근 공부 장기간 플러스 해서 뭐해? 책 낮 백금 은 늑대 흙덩이 줄 내가 가져간다. 안 말 돼. 어제 산거야. 서 일시 장기간 뭐래. 공부 더 표식 잘하는 내가 보는게 더 집단 서 실용적이잖아. 이리 줘.,기타 괴롭힘 대화
넌 공부를 왜그렇게 하냐? 열심히 열심히 하는데 성적이 그렇게 나오면 포기해. 너가 뭘 알아. 꼭 . 성공 하겠다. 하자. 이런로 공부 해서 뭐해? 책 가 . 안돼. 산거야 뭐래 더 잘하는 내 보는게 더 실용적이잖아. 이리 줘,기타 괴롭힘 대화
이너무한거도 푸냐? 너무 지능이 낮어서것욕 말이 것 ? 솔직히 맞잖아못아이큐 어려운데면서 아니 그래도2이 도 다 유전이야 부모님 그럼까지 하네 이게 세포분열 잘못하네 니도잘못 있지아니냐와진짜자리 말 함부로한,기타 괴롭힘 대화
이것도 못푸냐?그래도너무 어려운데 지능아니냐 자리 유전이있지이 너무한거까지 면서 솔직히 맞잖아 아이큐 2낮어서것? 아니 그럼이 도 다 한 이야부모님 욕 하네 이게 세포분열 잘못 니 잘못도 말 와 진짜 말 함부로하네,기타 괴롭힘 대화
