idx,class,conversation
2286,기타 괴롭힘 대화,"너 피아노 좀 쳐봐.
싫어.
왜 손가락 없다고 유세 떠는 거야?
이씨.
비행기라도 쳐보라니까? 왜 못치지?
하지마.
너 내가 볼 땐 의지 문제야. 손가락 없다고 비행기를 못치냐.
흑.
신발 벗겨줄까? 발로 함 쳐보지 그래?
싫어."
2334,협박 대화,"좋은 말로 할 때 나랑 사귀는걸로 해
싫어 이런 협박이 통할 것 같아?
못하겠으면 오늘 너 죽고 나 죽는 거야
날 죽이기라도 하려고?
칼은 폼으로 들고온 건 줄 알아?
찌를 용기 있으면 찔러봐
마지막으로 말한다 나랑 안 사귀면 넌 죽어
내 목에 칼이 들어와도 싫어
너뿐만 아니라 니 가족도 무사하지 못해
이렇게 협박한다고 너랑 내 관계에 진전이 있을거라 생각해?"
2337,갈취 대화,"친구야 안녕
네.? 누구
내가 오늘 남자친구랑 22라 돈 좀
저 돈 없는데요
아니 뒤져서 나오면 어떻게 할래
저 정말 없어요
뒤져서 나오면 다 내꺼다
안돼요
뭐가 안돼!!! 내놔
안돼요 주세요"
2363,기타 괴롭힘 대화,"왜 이래?
 이유는 없어.
 그만해.
 그냥 재미있잖아.
 나 너무 힘들어.
 넌 내 장난감이야.
 이러지마.
 내가 짖으라면 짖고 구르라고 하며 굴러. 살고 싶으면.
 이제 그만해.
 그만해? 나는 아직 심심한데."
2374,기타 괴롭힘 대화,"야 넌 왜 맨날 그옷만 입냐? 빨고 입는거냐?
나 이옷 똑같은거 여러개 있는거야
구라까네 니 옷살 돈 없어서 이것만 입는거잖아
아니거든?
아니긴 그지새끼 옷 가방 신발 다 싸구려네
이거 편해서 입는거야
아니잖아 너 돈없는 그지라서 그런거잖아 창피하지도 않냐? 으 드러워
그만해라
뭘 그만해 진따 새끼가 말 걸지마 드러운거 옮겠다
야 나한테 왜그러냐? 나 좀 놔둬 제발"
2395,기타 괴롭힘 대화,"너네 누나야 정말 예쁜데
사진 이리내
조금 본다고 닳아?
어디 나도 좀 보자
가슴 크다
그런 소리 하지마
그래 가슴은 우리 철수가 더 크지
하지마 사진 돌려줘
야 너네 누나 좀 소개시켜줘
아니야 나를 소개시켜줘 내가 예뻐해 줄게
너무 모욕적이야"
2439,기타 괴롭힘 대화,"넌 목소리가 왜 그래? 듣기 싫어.
나도 내 목소리가 가끔 듣기 싫더라.
듣기 싫으니까 앞으로 너 학교와서 말하지마.
응? 선생님이 발표만 안 시키면. 그래볼게.
응 제발. 진짜 듣기 싫어 앵앵
그럼 목소리 다르게 내볼까?
아니. 그냥 너가 낸 소리 다 싫어.
난 너랑 잘 지내고 싶은데 넌 아닌가보구나.
응 내가 왜 너랑 잘지내?
알겠어."
2443,기타 괴롭힘 대화,"니가 나 따라한다는 애구나?
 내가? 나 너 안따라해.
머라는거야. 여기 사진 다 있거든. 너 내가 누군지 모르지? 너 한번 찍혀야 정신차리냐?
아니야 나. 나 진짜 아니야. 이거 나 아니야.
애 머래니? 작작 좀 나대.
진짜로 나 진짜 아니야 나 이런대 가보지도 않았어.
야 니가 내 썸남한테 꼬리쳤다며 거짓말 하지마 내가 다 듣고 이러는거거든?
진짜 나 아니야. 나랑 닮은 앤가봐.
야 재 입 좀 어떻게 하자.
애들아 제발 이러지 말아줘. 선생님한테 말할거야."
2500,기타 괴롭힘 대화,"저기 오빠 사인해주세요.
 엄마야. 너 여기 어떻게 알았어.?
오빠는 제 손바닥 안이에요.
제발 내 사생활 좀 지켜줘. 나 너네한테 잘하고 있어. 팬서비스도 열심히하고 연애도 안하고.
알아요 오빠. 오빠는 만인의 사랑이잖아요.
그러니까 제발 우리 예쁘게 있자 응?
그래도 오빠가 만약에 바람이라도 나면 그때는 어떡해요. 그럼 안되는거잖아요.
안할게 안할테니까 우리 서로의 사생활을 보호해주자.
싫어요. 제가 무엇을 믿고 저 그러면 매니저로 취직할 거에요.
제발 미안한테 우리 그러지 말자 응?"
2506,기타 괴롭힘 대화,"생긴 것 봐라. 니네 부모님은 무슨 잘못을 하셔서 이런 자식을 낳으셨냐
뭐라는거야. 막말하지마.
아? 아니면 니네 부모 닮아서 이렇게 생겼냐?
내가 너한테 이렇게 말해도 너 기분 좋을 것 같냐?
내 얼굴을 봐? 그렇게 말할 일은 없지 뭐. 넌 쌍판 갈아치워도 안될 면상이네. 갈았네 갈았어
그만해
그만해 그만해 예예 그만할게요
하.
얘는 한숨소리도 못생겼다 애들아
못생긴 애는 앉아있는 것도 못생겼네"
2512,기타 괴롭힘 대화,"새파랗게 젊은게 어디 여길 앉아있어
저 임산부에요
사지 멀쩡한게! 임신이 벼슬이냐?
할아버지 여기 노약자석이에요
나이도 어린게 따박따박 말대꾸야 일어나!
저도 약자입니다 임신으로 몸이 힘들어요
너같은 것들 때문에 여기 늙은이들이 앉질 못하잖아 일어나!
노약자석은 노인뿐만 아니라 약자 어린이도 이용할 수 있어요
니 애미애비가 이렇게 싸가지없이 대들라고 가르쳤냐? 당장 일어나!
제 부모님 욕하지 마세요"
2522,갈취 대화,"나 이번달 용돈이 좀 부족하네? 니가 좀 더 줘야겠는데
응? 나도 용돈 다 써서 없어
무슨 소리야 부잣집 따님께서
정말이야 어제 준게 다야
정말? 그럼 니 속옷차림사진 뿌려도 돼?
제발 그러지 않기로 했잖아 지운다고 약속했잖아
너도 나랑 약속 안 지키는데 왜 난 지켜야해?
말도 안되는 약속을 어떻게 지켜
오늘 오후까지 5만원 안 가져오면 이 사진은 전교생한테 카톡으로 뿌려진다 명심해
제. 제발! 알았어 구해올게 사진은 지워줘"
2533,기타 괴롭힘 대화,"나 숙제 좀 대신 해주라.
숙제? 그건 너가 해야 할 것 같은데.
안 돼. 나 여자친구랑 놀러가기로 했단 말이야.
숙제가 뭔데?
이거 문제집 끝까지 다 푸는 거야.
이걸 나한테 다 하라고?
응 너가 내 똘마니니까 네가 해줘.
언제까지 해야 하는데?
이번주 수요일까지 부탁해
아 알겠어."
2555,기타 괴롭힘 대화,"와 여기 자폐기질 애가 있네. 겁나게 물 흐리네
아니야. 나 그런거 없어
애 그거네 우리아이에게는 장애가 있어요 우리아이에게는 장애가 있어요
아니야. 그러지마
아니야 그러지마!!
그만하세요. 그러다 신고당해요
신고는 무슨 폭력도 안썼는데 신고는요. 이런자식 때문에 물흐립니다.
너 어디나오지말고 방에 박혀있어라 이자식아. 니네 엄마는 너낳고 미역국 맛있게 드셨냐?
그만해!
자식 또 엄마 건드린다고 움찔하네. 움찔움찔움찔"
2563,기타 괴롭힘 대화,"너 이자세는 할 줄 알아?
.야.왜그래.
아니 너 몸 진짜 못움직이나 한번 보게
너 진짜.
아 진짜 못하나??? 푸하하하하하 쌤통이다 너 못움직이니까 답답해뒤지겠지??
.하지마라.
쯧쯧진짜 부모님 고생시키지 말고 그냥 죽어 나같음 죽었다
부모님.은 건들지마라.
왜 때리고 싶냐떄려봐떄려봐
.야이 사람도 못한 놈"
2568,기타 괴롭힘 대화,"이마가 점점 넓어지는 것 같네
안 그래도 고민이다
야 넌 머리까지 없으면 너무 우울하다
안 그래도 스트레스다
돈도 없고 못생긴게 머리도 없으면 어쩌냐
그만해라
돈이라도 있으면 머리라도 심지
그만하라고
왜 나한테 그러냐 탈모는 유전인데
하"
2588,기타 괴롭힘 대화,"안녕하세요.
왜 자꾸.우 따라아아하세요?
재.미.이.밌.잖아요.
재.미 어.버.없.어요.
재미.이.있느.으.는.데?
노.놀리.지.마세요!
시.르.싫.어요.
그마.아.만하.세요.
왜요?
놀리.느.은.거.것은.나빠.요."
2589,직장 내 괴롭힘 대화,"거기. 어 그래 너.
부르셨습니까?
이거 서류들 정리해서 오늘까지 끝내 놔.
저. 퇴근까지 1시간밖에 안 남았는데요.?
근데 어쩌라고? 그래서 못하겠다는거야?
아니 그게 아니라. 내일까지 하면 안 될까요?
하. 이 새끼 대가리 좀 커졌다고 말대답을 하네? 하라면 하는거지 말이 많아?
그. 제가 오늘은 중요한 약속이 있어서요.
회사 일보다 네 약속이 더 중요하다 이거지? 이번 인사 이동 때 기대하라고
아. 죄송합니다. 오늘 내로 끝내고 가겠습니다."
2599,기타 괴롭힘 대화,"원숭이 엉덩이는 빨개 빨가면 사과 사과는 맛있어 맛있으면 바나나 야 홍당무 사과는 맛있는데 왜 바나나냐?
그걸 내가 어떻게 알어.
그니까 홍당무 홍당무는 빨간색이지. 여러분 여기 홍당무가 지나가요.
그러지마. 홍당무라고 부르는 거 싫어.
머래. 한번 홍당무는 영원한 홍당무야. 홍당무 홍당무 홍당무 홍당무는 사과래요. 바나나가 아니랍니다.
하지마.
하지마 싫은데 할건데.
아니. 하지마. 듣기 싫어. 무시하는 거 같단말이야.
이건 무시가 아니라 팩트야 꼬우면 너도 내 약점 잡아서 놀리던가 그러지도 못하는게 나대긴
하지마. 정말 싫어."
2615,기타 괴롭힘 대화,"야 찐따야.
? 지금 나 말하는거야?
그럼 너밖에 더 있겠냐?
왜 내가 찐따야?
쟤 진짜 모르나봐.
계속 찐따처럼 행동하니까 그렇지.
찐따처럼 생기고.
너네보다는 괜찮게 생기고 잘 행동하는데?
와. 우리 찐따 우리 눈도 쳐다볼 수 있고 잘 말하네? 아이구 기특하다.
아 쫌 내둬.
이 찐따가 겁을 상실했네. 이게 맞을려고."
2625,갈취 대화,"100만원만 어떻게 해주라.
저 번에 빌린 돈도 안 갚았잖아. 그 동안 빌린 돈이 얼만지 알아?
자기도 알잖아. 나 이번에 못 막으면 신용불량 되는 거.
그렇다고 매번 나한테 손 빌리면 어떡해?
코로나 때문에 다 어긋나서 그러는데 어떡해? 그럼 죽어? 이러지 말고 한 번만 더 도와주라.
안 돼. 이번엔 자기가 알아서 해결해.
너 진짜 이럴래?
헤어질 각오로 말하는 거야.
헤어지면 감당은 할 수 있고?
내가 뭘 감당해야 되는데?
내 핸드폰에 니 영상만 몇 백개야. 니가 돈 안 해주면 그거 팔아서 돈 마련할거야. 그게 싫으면 잔말말고 돈 해 와."
2642,기타 괴롭힘 대화,"푸핫 야 너 배좀 봐 밥이 들어가니?
아 왜그래요
아니 너만 보면 진짜 한심해서 그래
예?
결혼은 할 수 있겠니? 진짜 쪽팔려서 어디나 같이 다니겠니?
말다하셨어요?
아니? 더 남았다 임마 자기관리도 제대로 못하는 놈
제가 뚱뚱한거랑 무슨 상관이세요.
됐다 돼지 냄새나는 놈이랑 무슨 얘기를 하겠니 말시키지마
뭐요?"
2645,기타 괴롭힘 대화,"야 너가 그걸 할 수 있냐?
왜 나는 못할 것 같아?
퓻 너가? 너같은 바보새끼가 그걸?
.
너 꼴등이잖아
그걸 어떻게 알아?
왜 모르냨 딱 봐도 머리가 텅텅 비어보이는데
말 함부로 하지마
 걍 처음부터 시도하지마
하."
2656,기타 괴롭힘 대화,"야 석탄?
 내가 왜 석탄이야?
 얼굴이 까마니까 석탄이지.
 그만해.
 너 라이터 불붙이면 아주 잘 타겠다.
 가 비켜.
 아주 콧구멍 커지니까 이제 연탄이네.
 비키라고.
 야 연탄?
 제발 좀 그만해. 나 정말 힘들어."
2704,기타 괴롭힘 대화,"똑바로 서! 최일병!
일병 최치수!
야 너는 너무 고릴라처럼 생겼어
죄송합니다!
너는 고릴라처럼 생겨서 에미도 고릴라 같을 거야

하.
하? 야 개새끼야 너 지금? 한숨?
부모님 욕은 하지 말아주십시오
느검마 고릴라다 이 새끼야 뒤지게 맞아야겠다 고릴라새끼
으악 때리지 마세요!"
2709,협박 대화,"좋은 말로 할 때 나랑 사귀는걸로 해
싫어 이런 협박이 통할 것 같아?
못하겠으면 오늘 너 죽고 나 죽는 거야
날 죽이기라도 하려고?
칼은 폼으로 들고온 건 줄 알아?
찌를 용기 있으면 찔러봐
마지막으로 말한다 나랑 안 사귀면 넌 죽어
내 목에 칼이 들어와도 싫어
너뿐만 아니라 니 가족도 무사하지 못해
이렇게 협박한다고 너랑 내 관계에 진전이 있을거라 생각해?"
2716,기타 괴롭힘 대화,"저기 혹시 죄송한데 리뷰이벤트를 해주시기로 했는데 안해주셔서 연락드렸습니다.
 네. 그런데요?
혹시 오늘 중으로 리뷰이벤트 해주실 수 있으신가요?
저 바쁜데요?
그게 오늘까지여서 부탁드립니다.
누구한테 지금 하라마라야. 당신 미쳤어? 내 맘이야
죄송합니다 고객님. 다름이 아니라. 저희랑 약속해서 제가 보내드릴 거라.
머라고? 그냥 주는 것도 아니고 약속을 하고 줘? 여기가 정신을 못차렸나. 그러니까 지금도 니가 그런일이나 하고 있는거야 정신 좀 차려.
기분 나쁘게 들리셨다면 죄송합니다. 오늘 중으로 리뷰이벤트 부탁드립니다.
싫어 싫다고. 차단할테니까 그런줄 알어."
2720,기타 괴롭힘 대화,"야 저 찐따새끼 지나간다
어 지금 나보고말한거야?
 여기 너말고 찐따가 어딨는데?
그런말하지마
옷도 그따위로 입고 머리도 안감도다니냐? 냄새난다
나 머리 감았는데
꺼져 냄새나는새끼야
미안"
2749,기타 괴롭힘 대화,"내일까지 레벨 몇 만들어와
응? 나 낼 시험인데
해오라고
안돼.
또 맞고싶냐
아니.
그럼 해와
응.
집가면 게임하는 사진 인증해
응."
2750,기타 괴롭힘 대화,"대체 왜 나를 이렇게 괴롭히는거야?
뭐야 너가 질문을 해?
너는 그냥 묻는 말에 대답만 해
알겠어
너 무슨 애니 본다고 했지?
원피스
그럼 루피한테 한번 맞아보자.
고무고무 펀지!
윽 윽 너무 아파.
익익 눠뭐 아풔.
크킄 말도 찐따스럽네. 오늘부터 얘랑 말하면 똑같이 맞는다."
2752,기타 괴롭힘 대화,"나 숙제 좀 대신 해주라.
숙제? 그건 너가 해야 할 것 같은데.
안 돼. 나 여자친구랑 놀러가기로 했단 말이야.
숙제가 뭔데?
이거 문제집 끝까지 다 푸는 거야.
이걸 나한테 다 하라고?
응 너가 내 똘마니니까 네가 해줘.
언제까지 해야 하는데?
이번주 수요일까지 부탁해
아 알겠어."
2790,기타 괴롭힘 대화,"야 대머리 독수리 니 머리카락 어디갔냐
그만 놀려라
사실을 말하는데 왜 그러냐
컴플렉스야 스트레스받아 그만해
싫은데 타코야끼 가스오부시 대가리야
내가 너 놀려도 기분 좋겠냐?
난 머리카락있는데 어떻게 놀려 문어머리야
넌 진짜 나쁘다.
너 공짜 좋아해서 대머리됐냐?
그만둬 제발"
2795,갈취 대화,"야 너 오늘 틴트 잘발렸다. 무슨 틴트야?
이거. 우리 엄마가 사준거야.
그니까 머냐고 됐고 한 번 보자
아. 안돼
와 입생이야? 왠지 발색 대박이더라. 나 이거 좀 쓸게
아 지금 쓴다는거지.?
아니 오늘 학교 끝나고 얘들이랑 노래방갈 떄 쓴다고
그땐 집에 가야돼. 엄마 알면 안돼.
내일 준다고 엄마한테 학교에 놓고 왔다고 하면 되잖아 그렇게 얼버무려
안돼. 그래도. 엄마 알면 안돼.
누가 뺏는데? 빌려달라고 그랬잖아 좋은말할 떄 하루 빌려줘라.
알겠어. 내일 꼭 줘."
2824,기타 괴롭힘 대화,"야. 찐따야 오늘도 나왔네?
나 좀 내버려둬. 제발
찐따가 오늘 기분이 안 좋나? 왜 그래?
나 그렇게 부르지마
미쳤구나 니가? 찐따야 찐따야
그래 미쳤다. 너랑 말하고 싶지 않아
어쭈? 말하게 해줘? 울게 해줘?
제발 좀 서로 모른 척 하자
싫은데? 내일도 보고 모레도 볼건데?
지겹다 이제. 제발 사라져라"
2884,기타 괴롭힘 대화,"너 이자세는 할 줄 알아?
.야.왜그래.
아니 너 몸 진짜 못움직이나 한번 보게
너 진짜.
아 진짜 못하나??? 푸하하하하하 쌤통이다 너 못움직이니까 답답해뒤지겠지??
.하지마라.
쯧쯧진짜 부모님 고생시키지 말고 그냥 죽어 나같음 죽었다
부모님.은 건들지마라.
왜 때리고 싶냐떄려봐떄려봐
.야이 사람도 못한 놈"
2888,기타 괴롭힘 대화,"이야 이 엉덩이 짱 크네.
오우 그러게 한 대 때려봐도 되냐?
그만해 그런 장난 안좋아해.
아니 뭐 남자새끼가 이런걸로 정색하냐 니가 그러니까 친구가 없는거야.
좋게 말할 수 있는데 똥 씹은 표정이네 병신이
존나 분위기 잡치게 하네.
이런장난 안 치고 놀면 되잖아.
진지충 새끼 한 대 패버리고 싶네.
그냥 혼자 방에 쳐박혀 있어.
이제 그런 장난 치지 마.
응 장난도 안 치고 너랑도 안 놀거야."
2910,직장 내 괴롭힘 대화,"저 부장님 다음주에 연차 좀 쓰려고 하는데요
연차? 니가 왜 연차를 써 이 바쁜 와중에
저희 부서 바쁜 시기는 금주로 얼추 마무리되지 않습니까
그걸 니가 왜 판단해? 안돼
저 올해 연차 한 번도 사용 못했습니다
회사 놀러오냐? 연차같은 소리하네
연차도 제 권리 중 하나입니다
들어나보자 회사 안 나오고 뭐하려고 하는데?
연차사용에 있어 사유는 굳이 밝히지 않아도 되는걸로 알고 있습니다
야 책상 빼 넌 오늘부로 해고야"
2923,기타 괴롭힘 대화,"아파?
아야.
오 표정 썩는 거 봐.
아팠어? 아 미안.
하지마. 그만해.
이제 니 차례야 니가 나 때려.
아 안 할래.
왜 친구끼리 장난도 못 쳐? 유난 떨지마.
그래 때려. 진짜 때리라고.
자. 됐지?
정색하고 진짜 때리냐? 개새끼 넌 죽었다 이제 네 차례야
으악. 하 하지마!"
2930,협박 대화,"저번에 말한 물건들 준비됐어?
아니 선생님. 시간을 조금만 더 주세요.
저번에도 그랬잖아. 이번엔 그냥 안넘어가
그리고 원래 300개만 준비해달라 하셨는데 300개를 더 요구하시는건 좀 과하지 않습니까.
그래? 진짜 과한게 뭔지 보여줄까?
죄송합니다.
너나 니 와이프나 자식들 장기라도 팔아서 준비해.
예.?
왜. 직접해줘?
오늘까지 꼭 갚겠습니다."
2967,기타 괴롭힘 대화,"야 너 내 돈 언제 갚을거야?
나 너한테 빌린적 없잔아.
이새끼 봐라. 저번에 빵 줬잔아 그거 만원짜리야
그거 남은거 준거잔아.
내가 너한테 줬다고? 여기 증인도 있는데?
내가 다 봄. 물건을 받았으면 돈을 줘야지. 안되겠다. 맞아야 정신을 차리지.
야 잡아봐
미안해 내일 만원 가져올게
이미 늦었어 새꺄
너 때문에 땀 났으니깐 내 인권비도 오천원 가져와라
알겠어. 미안해."
3021,직장 내 괴롭힘 대화,"김선생님 이따 저녁에 뭐하세요?
아무 일정 없습니다. 원장선생님.
그래요? 잘됐다. 그럼 김선생이 남아서 일좀 하면 되겠네
네? 무슨일이길래.?
별건 아니고 나 연수받아야 하는데 그것 좀 대신 좀 해줘요.
네? 그걸 제가 어떻게.
온라인이라 괜찮아 부탁할게 김선생
아. 죄송합니다. 원장선생님. 그건 좀 아닌 것 같아요
김선생 내가 예쁘게 봐줬더니 이정도는 해야지
아. 그래도 이건 아닌 것 같습니다. 죄송합니다."
3025,직장 내 괴롭힘 대화,"저 자식 식판에 밥 푸는 거 봐라. 무식한 거 봐.
옛날에 태어났으면 딱 머슴할 놈이라니까.
뭐야? 저 자식 여기로 오는 거야?
아 씨 밥 맛 떨어지게.
맛있게 드세요.
뭐래. 다 먹었어?
좀 남았는데.
그만 먹고 나가자. 누구처럼 일도 더럽게 못 하면서 밥이나 축내는 사람처럼 보이겠다.
회사에 그런 법 있었으면 좋겠다. 일 못하면 밥도 못 먹게 하는 그런 거.
근데 그런 놈은 눈치가 없어서 그런 법이 있어도 무식하게 밥 엄청 퍼서 먹을걸.
맞아. 앞에서 지 욕하는데도 눈치가 없어서 지 얘기 아닌 줄 알거야."
3054,기타 괴롭힘 대화,"내일까지 레벨 몇 만들어와
응? 나 낼 시험인데
해오라고
안돼.
또 맞고싶냐
아니.
그럼 해와
응.
집가면 게임하는 사진 인증해
응."
3071,갈취 대화,"100만원만 어떻게 해주라.
저 번에 빌린 돈도 안 갚았잖아. 그 동안 빌린 돈이 얼만지 알아?
자기도 알잖아. 나 이번에 못 막으면 신용불량 되는 거.
그렇다고 매번 나한테 손 빌리면 어떡해?
코로나 때문에 다 어긋나서 그러는데 어떡해? 그럼 죽어? 이러지 말고 한 번만 더 도와주라.
안 돼. 이번엔 자기가 알아서 해결해.
너 진짜 이럴래?
헤어질 각오로 말하는 거야.
헤어지면 감당은 할 수 있고?
내가 뭘 감당해야 되는데?
내 핸드폰에 니 영상만 몇 백개야. 니가 돈 안 해주면 그거 팔아서 돈 마련할거야. 그게 싫으면 잔말말고 돈 해 와."
3117,기타 괴롭힘 대화,"야 찐따
응.
가서 빵좀사와
지금?
그래. 우유도같이
돈은?
니돈으로사 임마
지금 돈이 없는데
어쭈 죽을래
미안해."
3135,기타 괴롭힘 대화,"야. 너 시간 좀 있냐?
나 지금 바쁜데. 왜?
가서 빵 좀 사와.
갑자기?
아 배고프니까 빵 사오라고.
네가 가면 되잖아.
말이 많네. 사오라면 사와. 크림빵으로 부탁해?
나 바빠.
1분 내로 갔다와. 나 배고프다고.
네가 가면 되잖아."
3145,기타 괴롭힘 대화,"그 소문 진짜야? 너가 다른 애들 뒷담화하고 다녔다며?
응? 나 그런 적 없는데?
아니긴 뭘 아니야. 이미 소문 쫙 났는데.
응? 나 진짜 그런 적 없어.
됐어. 너 성격 원래 그런 줄 알았어.
무슨 소리야. 나는 하늘에 맹세코 그런 적 없어.
지랄하지마. 진짜 역겨워. 너가 그래서 친구 없는 거야.
진짜 억울하다. 내가 뭘 잘못했다고 그래?
억울하면 처신 똑바로 하고 다녔어야지.
진짜 너무하다 너."
3146,기타 괴롭힘 대화,"어머 얘 오랜만이다
안녕하세요 잘 지내셨어요?
얘 근데 넌 살이 좀 찐것 같다?
아.네 그렇네요.
여자애가 이렇게 살이 뒤룩뒤룩 찌면 남자들이 안좋아해. 얼른 살 좀 빼야겠다.
네 그럴게요.
그리고 너 쌍수할 생각은 없니?
네.? 하하.글쎄요.
내가 보니까 넌 쌍수를 해야되는 눈이야. 지금 봐 축 쳐져서 졸려보이니까 전체적인 인상이 어두워보이잖니. 안 그래?
네.고민해볼게요."
3151,기타 괴롭힘 대화,"야 저 찐따새끼 지나간다
어 지금 나보고말한거야?
 여기 너말고 찐따가 어딨는데?
그런말하지마
옷도 그따위로 입고 머리도 안감도다니냐? 냄새난다
나 머리 감았는데
꺼져 냄새나는새끼야
미안"
3153,기타 괴롭힘 대화,"지우야 너 카톡계정 있지? 그것좀 빌려주라.
네 근데 왜요?
내가 계정이 정지됐는데 비밀번호를 까먹었어
그거 비번 재설정하면 되지 않아요?
아 내가 몰라서 묻는거 같아? 여러번 했는데 안되서 너한테 물어보는거잖아.
다른애들한테 부탁하면 안될까요?
너 안빌려주면 죽는다.
제발요
너 형이 잘해주니까 무시하냐? 야이
네"
3217,기타 괴롭힘 대화,"야 핫스팟 좀 켜 봐
나 데이터 없는데.
지금 그럼 카톡 어떻게 보내고 있는데
아.
지금 게임 해야되는데 데이터 없다고
.
야 씹냐?
아니 그게아니라.나도 지금 50메가도 안남아서
그건 니 사정이고 키라고 좀
."
3223,기타 괴롭힘 대화,"으 냄새나
나?
그럼 너지 누구냐
갑자기 왜그러는데
냄새나니까 그러지 좀 저리 떨어져
그냥 지나가던 길이었잖아
꺼지라고 냄새나는놈아
그냥 지나갈 수 있잖아
코가 썩겠는데 어떻게 그러냐 너 냄새난다고 다 소문내야겠다
그러는 이유가 뭔데
사람들 코가 썩을까봐. 아 토나오려한다"
3233,기타 괴롭힘 대화,"너 일로 따라와봐.
왜 그러는데.?
그냥 닥치고 따라오라면 따라와 진짜
어어.
너 잘보니까 국어쌤이랑 닮았다? 너?
헐대박 똑같네
나 아까 국어쌤한테 불려가서 혼난거 알아 몰라. 화풀이상대가 여깄구만!
아 하지마.
뭐? 하지말라고? 벙어리가 말도 하네?
.너네들 신고할꺼야.!.
뭐? 할 수 있음 해보시던가 그냥 짜지고 살라고 학교에서"
3260,갈취 대화,"야 너 오늘 틴트 잘발렸다. 무슨 틴트야?
이거. 우리 엄마가 사준거야.
그니까 머냐고 됐고 한 번 보자
아. 안돼
와 입생이야? 왠지 발색 대박이더라. 나 이거 좀 쓸게
아 지금 쓴다는거지.?
아니 오늘 학교 끝나고 얘들이랑 노래방갈 떄 쓴다고
그땐 집에 가야돼. 엄마 알면 안돼.
내일 준다고 엄마한테 학교에 놓고 왔다고 하면 되잖아 그렇게 얼버무려
안돼. 그래도. 엄마 알면 안돼.
누가 뺏는데? 빌려달라고 그랬잖아 좋은말할 떄 하루 빌려줘라.
알겠어. 내일 꼭 줘."
3263,직장 내 괴롭힘 대화,"우리 신입이 이번 대회에서 1등 했어요.
축하해요.
감사합니다.
그런 의미로 오늘 신입이 한턱 쏩니다
네? 저 그런적 없는데요? 부장님?
원래 이런날엔 신입이 쏘는거지. 한우로 기대할게요
아니. 부장님 이건 아닌거 같아요.
머라고? 부장이 말하는데 어디 토를 달아 좋은날 기분나쁘게 하지말고 그런줄 알어. 나 때는 그게 당연한거였어.
부장님. 그래도 저한테 선택권을 주셔야지요.
우리 신입은 회사온지 얼마나 되었다고 다시 나가고 싶어?
그런 뜻은 아닌데요. 차라리 저한테 의견을 물어보면 어떻겠냐는 말이였는데.
의견을 물어봐? 그럼 생각이 있다는 거였네 한우로 기대할게 우리 팀 막내
아. 부장님 저는 못 사드릴 것 같습니다."
3293,기타 괴롭힘 대화,"야 핫스팟 좀 켜 봐
나 데이터 없는데.
지금 그럼 카톡 어떻게 보내고 있는데
아.
지금 게임 해야되는데 데이터 없다고
.
야 씹냐?
아니 그게아니라.나도 지금 50메가도 안남아서
그건 니 사정이고 키라고 좀
."
3304,직장 내 괴롭힘 대화,"저 자식 식판에 밥 푸는 거 봐라. 무식한 거 봐.
옛날에 태어났으면 딱 머슴할 놈이라니까.
뭐야? 저 자식 여기로 오는 거야?
아 씨 밥 맛 떨어지게.
맛있게 드세요.
뭐래. 다 먹었어?
좀 남았는데.
그만 먹고 나가자. 누구처럼 일도 더럽게 못 하면서 밥이나 축내는 사람처럼 보이겠다.
회사에 그런 법 있었으면 좋겠다. 일 못하면 밥도 못 먹게 하는 그런 거.
근데 그런 놈은 눈치가 없어서 그런 법이 있어도 무식하게 밥 엄청 퍼서 먹을걸.
맞아. 앞에서 지 욕하는데도 눈치가 없어서 지 얘기 아닌 줄 알거야."
3326,기타 괴롭힘 대화,"야 너 이리 와봐
저요?
그래 너 여기 살아?
네? 왜요?
제일 맛있는데 좀 추천해봐
잘 모르겠어요
뭐야 맛있는거 잔뜩 먹게 생겨선
네?
아니다 꺼져"
3332,기타 괴롭힘 대화,"야 너 이름이 뭐야?
나 김말자
얘 이름 말자래 개 이름아냐?
아니야.
말자야 짖어봐
말자야 손!
놀리지마
개가 말도 할 줄 아네?
간식 줘야 되는거 아냐?
자 여기 마이쮸 가서 물어와봐"
3339,갈취 대화,"우와 이거 진짜 멋지다. 나도 18까지 밖에 없는대.
그지 이거 완전 멋있지. 이거 24이야
부럽다. 나도 그정도 능력 있으면 바꾸고 싶다.
그래? 나한테 줘봐 내가 나중에 내껏처럼 24로 가져다 줄게?
응? 아냐 괜찮아 이거 우리 아빠가 나 응원해주려고 큰맘 먹고 주신거라 이것도 만족해.
머래 주라고 좋은거 바꿔준다고 해도 난리야
아니야 진짜 괜찮아 마음만 받을게
야 내가 호의를 베풀면 감사합니다 하고 줘야지 머하냐 빨리 안내놔
아니 괜찮다니까 내가 괜찮다고.
아놔 이게 장난하냐 야 바꾸고 머고 니꺼 없애게 내놓으라고 빨리 안가져오냐
싫어. 이거 아빠가 주신 선물이야.
아빠 어차피 모르니까 좋은말로 할 때 내놔라."
